image type	computational time	Time to fetch descriptors	percentage similarity(%)
arabic_cropped.jpg	0.0055239200592041016	0.1939389705657959	1.0
arabic.jpg	0.004601001739501953	0.1997530460357666	100.0
arabic_45.png	0.004682064056396484	0.4561140537261963	0.4
arabic_90.jpg	0.0053021907806396484	0.20649290084838867	0.8
arabic_blurred.jpg	0.0007739067077636719	0.21030211448669434	0.0
arabic_cropped.jpg	0.004530906677246094	0.20547199249267578	1.0
arabic.jpg	0.004461050033569336	0.24126410484313965	100.0
arabic_45.png	0.005384922027587891	0.5761380195617676	0.4
arabic_90.jpg	0.0045871734619140625	0.2496340274810791	0.8
arabic_blurred.jpg	0.0007848739624023438	0.2437291145324707	0.0
arabic_cropped.jpg	0.004762172698974609	0.25040721893310547	1.0
arabic.jpg	0.006140947341918945	0.23146486282348633	100.0
arabic_45.png	0.010490894317626953	0.5149838924407959	0.4
arabic_90.jpg	0.00456690788269043	0.2513868808746338	0.8
arabic_blurred.jpg	0.0011069774627685547	0.23173904418945312	0.0
arabic_cropped.jpg	0.01577305793762207	0.33652687072753906	1.0
arabic.jpg	0.006479024887084961	0.2658240795135498	100.0
arabic_45.png	0.005789041519165039	0.4707179069519043	0.4
arabic_90.jpg	0.005555868148803711	0.19196391105651855	0.8
arabic_blurred.jpg	0.001051187515258789	0.20122289657592773	0.0
arabic_cropped.jpg	0.0072710514068603516	0.23636412620544434	1.0
arabic.jpg	0.005033016204833984	0.2327110767364502	100.0
arabic_45.png	0.008249998092651367	0.5375368595123291	0.4
arabic_90.jpg	0.004626035690307617	0.23268508911132812	0.8
arabic_blurred.jpg	0.0011529922485351562	0.25873398780822754	0.0
arabic_cropped.jpg	0.0063250064849853516	0.2333378791809082	1.0
arabic.jpg	0.00448298454284668	0.22028207778930664	100.0
arabic_45.png	0.005440950393676758	0.4605870246887207	0.4
arabic_90.jpg	0.004784107208251953	0.24821901321411133	0.8
arabic_blurred.jpg	0.0015740394592285156	0.21717286109924316	0.0
arabic_cropped.jpg	0.0046689510345458984	0.22456908226013184	1.0
arabic.jpg	0.006360054016113281	0.27361202239990234	100.0
arabic_45.png	0.00621795654296875	0.8851618766784668	0.4
arabic_90.jpg	0.007205009460449219	0.2283339500427246	0.8
arabic_blurred.jpg	0.000804901123046875	0.1862189769744873	0.0
arabic_cropped.jpg	0.005614042282104492	0.24365019798278809	1.0
arabic.jpg	0.006392002105712891	0.20272111892700195	100.0
arabic_45.png	0.0043489933013916016	0.4630858898162842	0.4
arabic_90.jpg	0.004483938217163086	0.19173312187194824	0.8
arabic_blurred.jpg	0.0008809566497802734	0.17858386039733887	0.0
arabic_cropped.jpg	0.0052318572998046875	0.206589937210083	1.0
arabic.jpg	0.005939960479736328	0.20823097229003906	100.0
arabic_45.png	0.00518798828125	0.4604039192199707	0.4
arabic_90.jpg	0.005138874053955078	0.19522690773010254	0.8
arabic_blurred.jpg	0.0009241104125976562	0.187852144241333	0.0
arabic_cropped.jpg	0.006442070007324219	0.2557520866394043	1.0
arabic.jpg	0.00697016716003418	0.2307569980621338	100.0
arabic_45.png	0.004833221435546875	0.5452430248260498	0.4
arabic_90.jpg	0.005421876907348633	0.22932195663452148	0.8
arabic_blurred.jpg	0.0013289451599121094	0.2052779197692871	0.0
butterfly_90.jpg	0.00574803352355957	0.18181586265563965	100.0
butterfly_45.png	0.004459857940673828	0.39495301246643066	18.2
butterfly_cropped.jpg	0.004412174224853516	0.17730093002319336	64.8
butterfly.jpg	0.004502058029174805	0.1876220703125	100.0
butterfly_blurred.jpg	0.0005960464477539062	0.1670980453491211	183.333333333
butterfly_90.jpg	0.00443720817565918	0.18352913856506348	100.0
butterfly_45.png	0.004514932632446289	0.3976929187774658	18.2
butterfly_cropped.jpg	0.004528045654296875	0.17297816276550293	64.8
butterfly.jpg	0.004431009292602539	0.17972302436828613	100.0
butterfly_blurred.jpg	0.0006051063537597656	0.16887998580932617	183.333333333
butterfly_90.jpg	0.004357814788818359	0.17532706260681152	100.0
butterfly_45.png	0.0045549869537353516	0.3814280033111572	18.2
butterfly_cropped.jpg	0.004546165466308594	0.1772150993347168	64.8
butterfly.jpg	0.0044519901275634766	0.17759990692138672	100.0
butterfly_blurred.jpg	0.0006101131439208984	0.16389799118041992	183.333333333
butterfly_90.jpg	0.004298210144042969	0.17160511016845703	100.0
butterfly_45.png	0.0049321651458740234	0.40740513801574707	18.2
butterfly_cropped.jpg	0.0043430328369140625	0.18283700942993164	64.8
butterfly.jpg	0.0044629573822021484	0.17309808731079102	100.0
butterfly_blurred.jpg	0.0007500648498535156	0.16374897956848145	183.333333333
butterfly_90.jpg	0.004367828369140625	0.16900396347045898	100.0
butterfly_45.png	0.007193088531494141	0.39587903022766113	18.2
butterfly_cropped.jpg	0.005898952484130859	0.32274293899536133	64.8
butterfly.jpg	0.004631996154785156	0.23150897026062012	100.0
butterfly_blurred.jpg	0.0007569789886474609	0.2120208740234375	183.333333333
butterfly_90.jpg	0.004486799240112305	0.23207306861877441	100.0
butterfly_45.png	0.005916118621826172	0.4176509380340576	18.2
butterfly_cropped.jpg	0.004494190216064453	0.1933901309967041	64.8
butterfly.jpg	0.004417896270751953	0.17993879318237305	100.0
butterfly_blurred.jpg	0.0005960464477539062	0.17795586585998535	183.333333333
butterfly_90.jpg	0.004515886306762695	0.20983505249023438	100.0
butterfly_45.png	0.006242990493774414	0.5056638717651367	18.2
butterfly_cropped.jpg	0.005869150161743164	0.265671968460083	64.8
butterfly.jpg	0.004436016082763672	0.39386987686157227	100.0
butterfly_blurred.jpg	0.0006239414215087891	0.1883389949798584	183.333333333
butterfly_90.jpg	0.007216930389404297	0.20013093948364258	100.0
butterfly_45.png	0.005776882171630859	0.4353618621826172	18.2
butterfly_cropped.jpg	0.005435943603515625	0.21170306205749512	64.8
butterfly.jpg	0.004595041275024414	0.2137460708618164	100.0
butterfly_blurred.jpg	0.0007719993591308594	0.18653512001037598	183.333333333
butterfly_90.jpg	0.0044231414794921875	0.19432306289672852	100.0
butterfly_45.png	0.004782915115356445	0.4476051330566406	18.2
butterfly_cropped.jpg	0.005003213882446289	0.19587302207946777	64.8
butterfly.jpg	0.0044400691986083984	0.20456480979919434	100.0
butterfly_blurred.jpg	0.0010440349578857422	0.1882619857788086	183.333333333
butterfly_90.jpg	0.004351139068603516	0.19234585762023926	100.0
butterfly_45.png	0.005419015884399414	0.4352760314941406	18.2
butterfly_cropped.jpg	0.005412101745605469	0.19392609596252441	64.8
butterfly.jpg	0.006293058395385742	0.19559717178344727	100.0
butterfly_blurred.jpg	0.0006039142608642578	0.18223190307617188	183.333333333
condame_cropped.jpg	0.005543947219848633	0.20151305198669434	62.6
condame_90.jpg	0.004428863525390625	0.19916296005249023	100.0
condame_45.png	0.0047528743743896484	0.46878600120544434	19.0
condame.jpg	0.0048711299896240234	0.20529794692993164	100.0
condame_cropped.jpg	0.004729032516479492	0.19465112686157227	62.6
condame_90.jpg	0.005270957946777344	0.1957550048828125	100.0
condame_45.png	0.005074024200439453	0.4586610794067383	19.0
condame.jpg	0.005982160568237305	0.19684410095214844	100.0
condame_cropped.jpg	0.0053730010986328125	0.24448108673095703	62.6
condame_90.jpg	0.005548000335693359	0.2279040813446045	100.0
condame_45.png	0.004629850387573242	0.5163989067077637	19.0
condame.jpg	0.004427909851074219	0.21087098121643066	100.0
condame_cropped.jpg	0.004920005798339844	0.2087709903717041	62.6
condame_90.jpg	0.00457000732421875	0.20056891441345215	100.0
condame_45.png	0.0047550201416015625	0.46056079864501953	19.0
condame.jpg	0.004520893096923828	0.21141695976257324	100.0
condame_cropped.jpg	0.004623889923095703	0.2123701572418213	62.6
condame_90.jpg	0.007744789123535156	0.23154807090759277	100.0
condame_45.png	0.004889965057373047	0.4882018566131592	19.0
condame.jpg	0.004478931427001953	0.20292186737060547	100.0
condame_cropped.jpg	0.004395008087158203	0.20933198928833008	62.6
condame_90.jpg	0.004534006118774414	0.1956651210784912	100.0
condame_45.png	0.005180835723876953	0.47104501724243164	19.0
condame.jpg	0.00577998161315918	0.19707798957824707	100.0
condame_cropped.jpg	0.004755973815917969	0.19722199440002441	62.6
condame_90.jpg	0.005318880081176758	0.19140386581420898	100.0
condame_45.png	0.004500865936279297	0.4673008918762207	19.0
condame.jpg	0.0054111480712890625	0.2095639705657959	100.0
condame_cropped.jpg	0.005818843841552734	0.20755910873413086	62.6
condame_90.jpg	0.004452943801879883	0.20260190963745117	100.0
condame_45.png	0.004626035690307617	0.46006321907043457	19.0
condame.jpg	0.004403829574584961	0.20743083953857422	100.0
condame_cropped.jpg	0.004484891891479492	0.1986079216003418	62.6
condame_90.jpg	0.006067991256713867	0.2020277976989746	100.0
condame_45.png	0.004357099533081055	0.4493880271911621	19.0
condame.jpg	0.005468130111694336	0.2029261589050293	100.0
condame_cropped.jpg	0.006067991256713867	0.23558998107910156	62.6
condame_90.jpg	0.0069849491119384766	0.2385270595550537	100.0
condame_45.png	0.00571894645690918	0.5375869274139404	19.0
condame.jpg	0.00451207160949707	0.22331809997558594	100.0
likeblack.jpg	0.004436969757080078	0.21632719039916992	100.0
likeblack_90.jpg	0.005208015441894531	0.19298315048217773	100.0
likeblack_45.png	0.004400968551635742	0.4499490261077881	17.6
likeblack_blurred.jpg	0.0011920928955078125	0.21130800247192383	31.5789473684
likeblack_cropped.jpg	0.0064661502838134766	0.22145390510559082	67.4
likeblack.jpg	0.005496025085449219	0.21316790580749512	100.0
likeblack_90.jpg	0.00575709342956543	0.223891019821167	100.0
likeblack_45.png	0.0056798458099365234	0.41159892082214355	17.6
likeblack_blurred.jpg	0.0006921291351318359	0.18884897232055664	31.5789473684
likeblack_cropped.jpg	0.004334926605224609	0.1958620548248291	67.4
likeblack.jpg	0.00444793701171875	0.19515705108642578	100.0
likeblack_90.jpg	0.004556894302368164	0.1964130401611328	100.0
likeblack_45.png	0.004408836364746094	0.40425896644592285	17.6
likeblack_blurred.jpg	0.0007131099700927734	0.18087100982666016	31.5789473684
likeblack_cropped.jpg	0.005165815353393555	0.191986083984375	67.4
likeblack.jpg	0.004405975341796875	0.19568991661071777	100.0
likeblack_90.jpg	0.005449056625366211	0.2051241397857666	100.0
likeblack_45.png	0.004481077194213867	0.3998539447784424	17.6
likeblack_blurred.jpg	0.0006930828094482422	0.18305110931396484	31.5789473684
likeblack_cropped.jpg	0.005323171615600586	0.19896388053894043	67.4
likeblack.jpg	0.004450082778930664	0.21619415283203125	100.0
likeblack_90.jpg	0.004842042922973633	0.200531005859375	100.0
likeblack_45.png	0.00562596321105957	0.4460270404815674	17.6
likeblack_blurred.jpg	0.0007941722869873047	0.19433212280273438	31.5789473684
likeblack_cropped.jpg	0.006462812423706055	0.19920802116394043	67.4
likeblack.jpg	0.004624843597412109	0.19632291793823242	100.0
likeblack_90.jpg	0.004673004150390625	0.1912071704864502	100.0
likeblack_45.png	0.005326032638549805	0.3835411071777344	17.6
likeblack_blurred.jpg	0.0008959770202636719	0.18894410133361816	31.5789473684
likeblack_cropped.jpg	0.004416942596435547	0.19541311264038086	67.4
likeblack.jpg	0.004689931869506836	0.1975569725036621	100.0
likeblack_90.jpg	0.006428956985473633	0.19724106788635254	100.0
likeblack_45.png	0.004357099533081055	0.3981361389160156	17.6
likeblack_blurred.jpg	0.001051187515258789	0.1830751895904541	31.5789473684
likeblack_cropped.jpg	0.0047681331634521484	0.19111895561218262	67.4
likeblack.jpg	0.00644993782043457	0.2085731029510498	100.0
likeblack_90.jpg	0.005739927291870117	0.1905689239501953	100.0
likeblack_45.png	0.004425048828125	0.3841099739074707	17.6
likeblack_blurred.jpg	0.0015349388122558594	0.19785594940185547	31.5789473684
likeblack_cropped.jpg	0.005628108978271484	0.20719385147094727	67.4
likeblack.jpg	0.004429817199707031	0.2207939624786377	100.0
likeblack_90.jpg	0.004753828048706055	0.20871806144714355	100.0
likeblack_45.png	0.005728006362915039	0.48198604583740234	17.6
likeblack_blurred.jpg	0.000743865966796875	0.19754695892333984	31.5789473684
likeblack_cropped.jpg	0.005308866500854492	0.2012929916381836	67.4
likeblack.jpg	0.012207984924316406	0.2620980739593506	100.0
likeblack_90.jpg	0.009618043899536133	0.26351499557495117	100.0
likeblack_45.png	0.007726192474365234	0.49161195755004883	17.6
likeblack_blurred.jpg	0.0008959770202636719	0.2580530643463135	31.5789473684
likeblack_cropped.jpg	0.006772041320800781	0.24812698364257812	67.4
madam_blurred.jpg	0.0009169578552246094	0.1748950481414795	6.25
madam_90.jpg	0.0049970149993896484	0.18676018714904785	100.0
madam_45.png	0.004356861114501953	0.44336700439453125	19.2
madam.jpg	0.005755901336669922	0.2044830322265625	100.0
madam_cropped.jpg	0.005294084548950195	0.18772292137145996	72.2
madam_blurred.jpg	0.0009682178497314453	0.16884112358093262	6.25
madam_90.jpg	0.0047070980072021484	0.20160889625549316	100.0
madam_45.png	0.00436091423034668	0.3842167854309082	19.2
madam.jpg	0.004400968551635742	0.17016100883483887	100.0
madam_cropped.jpg	0.007459163665771484	0.19277691841125488	72.2
madam_blurred.jpg	0.00162506103515625	0.3064761161804199	6.25
madam_90.jpg	0.0055561065673828125	0.27063608169555664	100.0
madam_45.png	0.004682064056396484	0.39668798446655273	19.2
madam.jpg	0.005715847015380859	0.21326684951782227	100.0
madam_cropped.jpg	0.005009889602661133	0.19243502616882324	72.2
madam_blurred.jpg	0.0007719993591308594	0.17348909378051758	6.25
