image type	percentage similarity	computational time
original_book.jpg	100	0.768455982208252
image type	percentage similarity	computational time
original_book.jpg	100	0.6089658737182617
image type	percentage similarity	computational time
original_book.jpg	100	0.6318809986114502
image type	percentage similarity	computational time
original_book.jpg	100	0.6278688907623291
image type	percentage similarity	computational time
original_book.jpg	100	0.6217310428619385
image type	percentage similarity	computational time
original_book.jpg	100	0.6201372146606445
image type	percentage similarity	computational time
original_book.jpg	100	0.6753289699554443
image type	percentage similarity	computational time
original_book.jpg	100	0.6107280254364014
image type	percentage similarity	computational time
original_book.jpg	100	0.6608409881591797
image type	percentage similarity	computational time
original_book.jpg	100	0.6237490177154541
image type	percentage similarity	computational time
original_book.jpg	100	0.6684789657592773
