image type	percentage similarity	computational time
new\condame_blurred.jpg	5	0.06200003623962402
new\condame_lumino.jpg	60	0.625999927520752
new\likeblack_45.png	0	0.9809999465942383
new\likeblack_cropped.jpg	0	0.6319999694824219
new\memory_blurred.jpg	0	0.10899996757507324
image type	percentage similarity	computational time
new\condame_blurred.jpg	6	0.11099982261657715
new\condame_lumino.jpg	66	0.6909999847412109
new\likeblack_45.png	0	0.6569998264312744
new\likeblack_cropped.jpg	0	0.6140000820159912
new\memory_blurred.jpg	0	0.11699986457824707
image type	percentage similarity	computational time
new\condame_blurred.jpg	7	0.09400010108947754
new\condame_lumino.jpg	71	0.9509999752044678
new\likeblack_45.png	0	0.9739999771118164
new\likeblack_cropped.jpg	0	0.7990000247955322
new\memory_blurred.jpg	0	0.10599994659423828
image type	percentage similarity	computational time
new\condame_blurred.jpg	8	0.0690000057220459
new\condame_lumino.jpg	76	0.6100001335144043
new\likeblack_45.png	0	0.6169998645782471
new\likeblack_cropped.jpg	0	0.5929999351501465
new\memory_blurred.jpg	0	0.1100001335144043
image type	percentage similarity	computational time
new\condame_blurred.jpg	10	0.09800004959106445
new\condame_lumino.jpg	79	0.5969998836517334
new\likeblack_45.png	0	0.6140000820159912
new\likeblack_cropped.jpg	0	0.5869998931884766
new\memory_blurred.jpg	0	0.11100006103515625
image type	percentage similarity	computational time
new\condame_blurred.jpg	11	0.06999993324279785
new\condame_lumino.jpg	83	0.6129999160766602
new\likeblack_45.png	0	0.7780001163482666
new\likeblack_cropped.jpg	0	0.6129999160766602
new\memory_blurred.jpg	0	0.15599989891052246
image type	percentage similarity	computational time
new\condame_blurred.jpg	13	0.07800006866455078
new\condame_lumino.jpg	86	0.5999999046325684
new\likeblack_45.png	1	0.817000150680542
new\likeblack_cropped.jpg	1	0.5959999561309814
new\memory_blurred.jpg	1	0.09399986267089844
image type	percentage similarity	computational time
new\condame_blurred.jpg	18	0.1100001335144043
new\condame_lumino.jpg	88	0.9539999961853027
new\likeblack_45.png	3	0.6410000324249268
new\likeblack_cropped.jpg	4	0.6059999465942383
new\memory_blurred.jpg	5	0.1119999885559082
image type	percentage similarity	computational time
new\condame_blurred.jpg	28	0.06800007820129395
new\condame_lumino.jpg	91	0.6019999980926514
new\likeblack_45.png	12	0.6089999675750732
new\likeblack_cropped.jpg	12	0.6119999885559082
new\memory_blurred.jpg	15	0.10899996757507324
image type	percentage similarity	computational time
new\condame_blurred.jpg	50	0.08999991416931152
new\condame_lumino.jpg	95	0.6130001544952393
new\likeblack_45.png	37	0.628000020980835
new\likeblack_cropped.jpg	35	0.5920000076293945
new\memory_blurred.jpg	38	0.09400010108947754
image type	percentage similarity	computational time
new\condame_blurred.jpg	100	0.07800006866455078
new\condame_lumino.jpg	100	0.6089999675750732
new\likeblack_45.png	100	1.1700000762939453
new\likeblack_cropped.jpg	100	0.9769999980926514
new\memory_blurred.jpg	100	0.1940000057220459
