image type	percentage similarity	computational time
new\condame_lumino.jpg	22	0.016000032424926758
new\likeblack_45.png	0	0.03099989891052246
new\likeblack_cropped.jpg	0	0.016000032424926758
new\memory_blurred.jpg	9	0.0
image type	percentage similarity	computational time
new\condame_lumino.jpg	25	0.031000137329101562
new\likeblack_45.png	0	0.0
new\likeblack_cropped.jpg	0	0.04799985885620117
new\memory_blurred.jpg	13	0.0
image type	percentage similarity	computational time
new\condame_lumino.jpg	30	0.021000146865844727
new\likeblack_45.png	0	0.016000032424926758
new\likeblack_cropped.jpg	0	0.016000032424926758
new\memory_blurred.jpg	16	0.0
image type	percentage similarity	computational time
new\condame_lumino.jpg	34	0.014999866485595703
new\likeblack_45.png	0	0.016000032424926758
new\likeblack_cropped.jpg	0	0.016000032424926758
new\memory_blurred.jpg	23	0.0
image type	percentage similarity	computational time
new\condame_lumino.jpg	37	0.0
new\likeblack_45.png	0	0.0
new\likeblack_cropped.jpg	0	0.0
new\memory_blurred.jpg	31	0.0
image type	percentage similarity	computational time
new\condame_lumino.jpg	43	0.015000104904174805
new\likeblack_45.png	2	0.015999794006347656
new\likeblack_cropped.jpg	1	0.03600001335144043
new\memory_blurred.jpg	38	0.014999866485595703
image type	percentage similarity	computational time
new\condame_lumino.jpg	47	0.0
new\likeblack_45.png	5	0.016000032424926758
new\likeblack_cropped.jpg	2	0.009999990463256836
new\memory_blurred.jpg	46	0.04699993133544922
image type	percentage similarity	computational time
new\condame_lumino.jpg	53	0.015000104904174805
new\likeblack_45.png	9	0.0
new\likeblack_cropped.jpg	6	0.0
new\memory_blurred.jpg	56	0.003999948501586914
image type	percentage similarity	computational time
new\condame_lumino.jpg	63	0.031999826431274414
new\likeblack_45.png	23	0.0
new\likeblack_cropped.jpg	17	0.0
new\memory_blurred.jpg	66	0.0
image type	percentage similarity	computational time
new\condame_lumino.jpg	79	0.0
new\likeblack_45.png	48	0.015000104904174805
new\likeblack_cropped.jpg	42	0.015000104904174805
new\memory_blurred.jpg	80	0.003999948501586914
image type	percentage similarity	computational time
new\condame_lumino.jpg	100	0.03099989891052246
new\likeblack_45.png	100	0.0
new\likeblack_cropped.jpg	100	0.016000032424926758
new\memory_blurred.jpg	100	0.0
