image type	percentage similarity	computational time
original_book.jpg	100	0.04047584533691406
image type	percentage similarity	computational time
original_book.jpg	100	0.03035593032836914
image type	percentage similarity	computational time
original_book.jpg	100	0.032518863677978516
image type	percentage similarity	computational time
original_book.jpg	100	0.0248870849609375
image type	percentage similarity	computational time
original_book.jpg	100	0.030827999114990234
image type	percentage similarity	computational time
original_book.jpg	100	0.030933856964111328
image type	percentage similarity	computational time
original_book.jpg	100	0.02599501609802246
image type	percentage similarity	computational time
original_book.jpg	100	0.031001806259155273
image type	percentage similarity	computational time
original_book.jpg	100	0.02670884132385254
image type	percentage similarity	computational time
original_book.jpg	100	0.022908926010131836
image type	percentage similarity	computational time
original_book.jpg	100	0.02370619773864746
