image name	percentage similarity	matching time	time_to_fetch_descriptors
original	99	0.2626221179962158	2.2312169075012207
rot_90	99	0.3255159854888916	2.314453125
cropped	78	0.2780790328979492	2.1874101161956787
lumino	20	0.6887328624725342	2.48903489112854
rot_45	8	0.24164795875549316	4.9993438720703125
blurred	2	0.043298959732055664	1.7615411281585693
other1	0	0.24744606018066406	4.774784803390503
other2	0	0.3317539691925049	2.427021026611328
other3	0	0.410290002822876	4.1823601722717285
other4	0	0.09004807472229004	2.1281449794769287
0ther5	0	0.06735491752624512	2.1387879848480225
0ther6	0	0.2939319610595703	2.6560590267181396
other7	0	0.08568906784057617	2.177576780319214
other8	0	1.045558214187622	3.8569438457489014
other9	0	0.10548186302185059	0.24067997932434082
image name	percentage similarity	matching time	time_to_fetch_descriptors
original	99	0.26368093490600586	2.1926429271698
rot_90	99	0.26253485679626465	2.119727849960327
cropped	79	0.3456568717956543	2.7047109603881836
lumino	21	0.7335729598999023	2.7862460613250732
rot_45	10	0.20539379119873047	3.977313995361328
blurred	3	0.042096853256225586	2.0499520301818848
other1	1	0.11621880531311035	0.2482161521911621
other2	0	0.24188709259033203	4.112466812133789
other3	0	0.3701808452606201	2.7723560333251953
other4	0	0.3963470458984375	4.889674186706543
0ther5	0	0.09806180000305176	2.4823570251464844
0ther6	0	0.06602787971496582	2.4122719764709473
other7	0	0.29123806953430176	2.6836488246917725
other8	0	0.11318302154541016	2.0619330406188965
other9	0	1.0886790752410889	4.4540019035339355
image name	percentage similarity	matching time	time_to_fetch_descriptors
original	99	0.2645108699798584	2.327332019805908
rot_90	99	0.27530908584594727	3.027873992919922
cropped	80	0.29084086418151855	2.762995958328247
lumino	22	0.917564868927002	2.944882869720459
rot_45	12	0.21081304550170898	4.981748104095459
blurred	3	0.045510053634643555	2.0806970596313477
other1	3	0.11364579200744629	0.24966788291931152
other2	0	0.27210307121276855	5.298003911972046
other3	0	0.4275500774383545	3.039902925491333
other4	0	0.42731499671936035	5.497937917709351
