similarity(%)	image name	time and date
0 %	sherlock.jpg	23/03/2019 21:44:06
0 %	madam.jpg	23/03/2019 21:44:06
0 %	memory.jpg	23/03/2019 21:44:06
0 %	condame.jpg	23/03/2019 21:44:06
0 %	unnamed-1.jpg	23/03/2019 21:44:06
similarity(%)	image name	time and date
37 %	life.JPEG	23/03/2019 21:44:43
0 %	likeblack.jpg	23/03/2019 21:44:43
0 %	rose.jpg	23/03/2019 21:44:43
0 %	arabic.jpg	23/03/2019 21:44:43
0 %	the_100.jpg	23/03/2019 21:44:43
0 %	butterfly.jpg	23/03/2019 21:44:43
0 %	malcomx.jpg	23/03/2019 21:44:43
0 %	prayer.jpg	23/03/2019 21:44:43
0 %	unnamed.jpg	23/03/2019 21:44:43
0 %	sherlock.jpg	23/03/2019 21:44:43
0 %	madam.jpg	23/03/2019 21:44:43
0 %	memory.jpg	23/03/2019 21:44:43
0 %	condame.jpg	23/03/2019 21:44:43
0 %	unnamed-1.jpg	23/03/2019 21:44:43
similarity(%)	image name	time and date
8 %	butterfly.jpg	23/03/2019 21:45:41
5 %	unnamed-1.jpg	23/03/2019 21:45:41
3 %	memory.jpg	23/03/2019 21:45:41
22 %	likeblack.jpg	23/03/2019 21:45:41
16 %	life.JPEG	23/03/2019 21:45:41
1 %	rose.jpg	23/03/2019 21:45:41
1 %	unnamed.jpg	23/03/2019 21:45:41
1 %	condame.jpg	23/03/2019 21:45:41
0 %	arabic.jpg	23/03/2019 21:45:41
0 %	the_100.jpg	23/03/2019 21:45:41
0 %	malcomx.jpg	23/03/2019 21:45:41
0 %	prayer.jpg	23/03/2019 21:45:41
0 %	sherlock.jpg	23/03/2019 21:45:41
0 %	madam.jpg	23/03/2019 21:45:41
similarity(%)	image name	time and date
9 %	unnamed-1.jpg	23/03/2019 21:46:14
4 %	butterfly.jpg	23/03/2019 21:46:14
4 %	life.JPEG	23/03/2019 21:46:14
3 %	memory.jpg	23/03/2019 21:46:14
13 %	likeblack.jpg	23/03/2019 21:46:14
0 %	rose.jpg	23/03/2019 21:46:14
0 %	arabic.jpg	23/03/2019 21:46:14
0 %	the_100.jpg	23/03/2019 21:46:14
0 %	malcomx.jpg	23/03/2019 21:46:14
0 %	prayer.jpg	23/03/2019 21:46:14
0 %	unnamed.jpg	23/03/2019 21:46:14
0 %	sherlock.jpg	23/03/2019 21:46:14
0 %	madam.jpg	23/03/2019 21:46:14
0 %	condame.jpg	23/03/2019 21:46:14
similarity(%)	image name	time and date
9 %	likeblack.jpg	23/03/2019 21:46:47
3 %	unnamed-1.jpg	23/03/2019 21:46:47
23 %	life.JPEG	23/03/2019 21:46:47
2 %	butterfly.jpg	23/03/2019 21:46:47
2 %	unnamed.jpg	23/03/2019 21:46:47
1 %	condame.jpg	23/03/2019 21:46:47
0 %	rose.jpg	23/03/2019 21:46:47
0 %	arabic.jpg	23/03/2019 21:46:47
0 %	the_100.jpg	23/03/2019 21:46:47
0 %	malcomx.jpg	23/03/2019 21:46:47
0 %	prayer.jpg	23/03/2019 21:46:47
0 %	sherlock.jpg	23/03/2019 21:46:47
0 %	madam.jpg	23/03/2019 21:46:47
0 %	memory.jpg	23/03/2019 21:46:47
similarity(%)	image name	time and date
9 %	likeblack.jpg	23/03/2019 21:49:40
3 %	unnamed-1.jpg	23/03/2019 21:49:40
23 %	life.JPEG	23/03/2019 21:49:40
2 %	butterfly.jpg	23/03/2019 21:49:40
2 %	unnamed.jpg	23/03/2019 21:49:40
1 %	condame.jpg	23/03/2019 21:49:40
0 %	rose.jpg	23/03/2019 21:49:40
0 %	arabic.jpg	23/03/2019 21:49:40
0 %	the_100.jpg	23/03/2019 21:49:40
0 %	malcomx.jpg	23/03/2019 21:49:40
0 %	prayer.jpg	23/03/2019 21:49:40
0 %	sherlock.jpg	23/03/2019 21:49:40
0 %	madam.jpg	23/03/2019 21:49:40
0 %	memory.jpg	23/03/2019 21:49:40
similarity(%)	image name	time and date
8 %	butterfly.jpg	23/03/2019 21:50:49
5 %	unnamed-1.jpg	23/03/2019 21:50:49
3 %	memory.jpg	23/03/2019 21:50:49
22 %	likeblack.jpg	23/03/2019 21:50:49
16 %	life.JPEG	23/03/2019 21:50:49
1 %	rose.jpg	23/03/2019 21:50:49
1 %	unnamed.jpg	23/03/2019 21:50:49
1 %	condame.jpg	23/03/2019 21:50:49
0 %	arabic.jpg	23/03/2019 21:50:49
0 %	the_100.jpg	23/03/2019 21:50:49
0 %	malcomx.jpg	23/03/2019 21:50:49
0 %	prayer.jpg	23/03/2019 21:50:49
0 %	sherlock.jpg	23/03/2019 21:50:49
0 %	madam.jpg	23/03/2019 21:50:49
similarity(%)	image name	time and date
32 %	condame.jpg	23/03/2019 21:51:42
1 %	likeblack.jpg	23/03/2019 21:51:42
0 %	rose.jpg	23/03/2019 21:51:42
0 %	arabic.jpg	23/03/2019 21:51:42
0 %	the_100.jpg	23/03/2019 21:51:42
0 %	butterfly.jpg	23/03/2019 21:51:42
0 %	malcomx.jpg	23/03/2019 21:51:42
0 %	life.JPEG	23/03/2019 21:51:42
0 %	prayer.jpg	23/03/2019 21:51:42
0 %	unnamed.jpg	23/03/2019 21:51:42
0 %	sherlock.jpg	23/03/2019 21:51:42
0 %	madam.jpg	23/03/2019 21:51:42
0 %	memory.jpg	23/03/2019 21:51:42
0 %	unnamed-1.jpg	23/03/2019 21:51:42
similarity(%)	image name	time and date
15 %	condame.jpg	23/03/2019 21:52:19
0 %	likeblack.jpg	23/03/2019 21:52:19
0 %	rose.jpg	23/03/2019 21:52:19
0 %	arabic.jpg	23/03/2019 21:52:19
0 %	the_100.jpg	23/03/2019 21:52:19
0 %	butterfly.jpg	23/03/2019 21:52:19
0 %	malcomx.jpg	23/03/2019 21:52:19
0 %	life.JPEG	23/03/2019 21:52:19
0 %	prayer.jpg	23/03/2019 21:52:19
0 %	unnamed.jpg	23/03/2019 21:52:19
0 %	sherlock.jpg	23/03/2019 21:52:19
0 %	madam.jpg	23/03/2019 21:52:19
0 %	memory.jpg	23/03/2019 21:52:19
0 %	unnamed-1.jpg	23/03/2019 21:52:19
similarity(%)	image name	time and date
25 %	condame.jpg	23/03/2019 21:52:52
1 %	life.JPEG	23/03/2019 21:52:52
1 %	unnamed-1.jpg	23/03/2019 21:52:52
0 %	likeblack.jpg	23/03/2019 21:52:52
0 %	rose.jpg	23/03/2019 21:52:52
0 %	arabic.jpg	23/03/2019 21:52:52
0 %	the_100.jpg	23/03/2019 21:52:52
0 %	butterfly.jpg	23/03/2019 21:52:52
0 %	malcomx.jpg	23/03/2019 21:52:52
0 %	prayer.jpg	23/03/2019 21:52:52
0 %	unnamed.jpg	23/03/2019 21:52:52
0 %	sherlock.jpg	23/03/2019 21:52:52
0 %	madam.jpg	23/03/2019 21:52:52
0 %	memory.jpg	23/03/2019 21:52:52
similarity(%)	image name	time and date
15 %	condame.jpg	23/03/2019 21:53:32
1 %	unnamed.jpg	23/03/2019 21:53:32
0 %	likeblack.jpg	23/03/2019 21:53:32
0 %	rose.jpg	23/03/2019 21:53:32
0 %	arabic.jpg	23/03/2019 21:53:32
0 %	the_100.jpg	23/03/2019 21:53:32
0 %	butterfly.jpg	23/03/2019 21:53:32
0 %	malcomx.jpg	23/03/2019 21:53:32
0 %	life.JPEG	23/03/2019 21:53:32
0 %	prayer.jpg	23/03/2019 21:53:32
0 %	sherlock.jpg	23/03/2019 21:53:32
0 %	madam.jpg	23/03/2019 21:53:32
0 %	memory.jpg	23/03/2019 21:53:32
0 %	unnamed-1.jpg	23/03/2019 21:53:32
similarity(%)	image name	time and date
5 %	memory.jpg	23/03/2019 21:54:13
46 %	butterfly.jpg	23/03/2019 21:54:13
3 %	likeblack.jpg	23/03/2019 21:54:13
1 %	life.JPEG	23/03/2019 21:54:13
0 %	rose.jpg	23/03/2019 21:54:13
0 %	arabic.jpg	23/03/2019 21:54:13
0 %	the_100.jpg	23/03/2019 21:54:13
0 %	malcomx.jpg	23/03/2019 21:54:13
0 %	prayer.jpg	23/03/2019 21:54:13
0 %	unnamed.jpg	23/03/2019 21:54:13
0 %	sherlock.jpg	23/03/2019 21:54:13
0 %	madam.jpg	23/03/2019 21:54:13
0 %	condame.jpg	23/03/2019 21:54:13
0 %	unnamed-1.jpg	23/03/2019 21:54:13
similarity(%)	image name	time and date
7 %	memory.jpg	23/03/2019 21:54:49
5 %	likeblack.jpg	23/03/2019 21:54:49
34 %	butterfly.jpg	23/03/2019 21:54:49
1 %	prayer.jpg	23/03/2019 21:54:49
0 %	rose.jpg	23/03/2019 21:54:49
0 %	arabic.jpg	23/03/2019 21:54:49
0 %	the_100.jpg	23/03/2019 21:54:49
0 %	malcomx.jpg	23/03/2019 21:54:49
0 %	life.JPEG	23/03/2019 21:54:49
0 %	unnamed.jpg	23/03/2019 21:54:49
0 %	sherlock.jpg	23/03/2019 21:54:49
0 %	madam.jpg	23/03/2019 21:54:49
0 %	condame.jpg	23/03/2019 21:54:49
0 %	unnamed-1.jpg	23/03/2019 21:54:49
similarity(%)	image name	time and date
4 %	memory.jpg	23/03/2019 21:56:00
3 %	likeblack.jpg	23/03/2019 21:56:00
3 %	life.JPEG	23/03/2019 21:56:00
24 %	butterfly.jpg	23/03/2019 21:56:00
1 %	condame.jpg	23/03/2019 21:56:00
0 %	rose.jpg	23/03/2019 21:56:00
0 %	arabic.jpg	23/03/2019 21:56:00
0 %	the_100.jpg	23/03/2019 21:56:00
0 %	malcomx.jpg	23/03/2019 21:56:00
0 %	prayer.jpg	23/03/2019 21:56:00
0 %	unnamed.jpg	23/03/2019 21:56:00
0 %	sherlock.jpg	23/03/2019 21:56:00
0 %	madam.jpg	23/03/2019 21:56:00
0 %	unnamed-1.jpg	23/03/2019 21:56:00
similarity(%)	image name	time and date
3 %	memory.jpg	23/03/2019 21:56:52
22 %	butterfly.jpg	23/03/2019 21:56:52
2 %	likeblack.jpg	23/03/2019 21:56:52
0 %	rose.jpg	23/03/2019 21:56:52
0 %	arabic.jpg	23/03/2019 21:56:52
0 %	the_100.jpg	23/03/2019 21:56:52
0 %	malcomx.jpg	23/03/2019 21:56:52
0 %	life.JPEG	23/03/2019 21:56:52
0 %	prayer.jpg	23/03/2019 21:56:52
0 %	unnamed.jpg	23/03/2019 21:56:52
0 %	sherlock.jpg	23/03/2019 21:56:52
0 %	madam.jpg	23/03/2019 21:56:52
0 %	condame.jpg	23/03/2019 21:56:52
0 %	unnamed-1.jpg	23/03/2019 21:56:52
similarity(%)	image name	time and date
27 %	butterfly.jpg	23/03/2019 21:59:03
2 %	likeblack.jpg	23/03/2019 21:59:03
1 %	memory.jpg	23/03/2019 21:59:03
0 %	rose.jpg	23/03/2019 21:59:03
0 %	arabic.jpg	23/03/2019 21:59:03
0 %	the_100.jpg	23/03/2019 21:59:03
0 %	malcomx.jpg	23/03/2019 21:59:03
0 %	life.JPEG	23/03/2019 21:59:03
0 %	prayer.jpg	23/03/2019 21:59:03
0 %	unnamed.jpg	23/03/2019 21:59:03
0 %	sherlock.jpg	23/03/2019 21:59:03
0 %	madam.jpg	23/03/2019 21:59:03
0 %	condame.jpg	23/03/2019 21:59:03
0 %	unnamed-1.jpg	23/03/2019 21:59:03
similarity(%)	image name	time and date
1 %	butterfly.jpg	26/03/2019 21:37:29
0 %	likeblack.jpg	26/03/2019 21:37:29
0 %	rose.jpg	26/03/2019 21:37:29
0 %	arabic.jpg	26/03/2019 21:37:29
0 %	the_100.jpg	26/03/2019 21:37:29
0 %	malcomx.jpg	26/03/2019 21:37:29
0 %	life.JPEG	26/03/2019 21:37:29
0 %	prayer.jpg	26/03/2019 21:37:29
0 %	unnamed.jpg	26/03/2019 21:37:29
0 %	sherlock.jpg	26/03/2019 21:37:29
0 %	madam.jpg	26/03/2019 21:37:29
0 %	memory.jpg	26/03/2019 21:37:29
0 %	condame.jpg	26/03/2019 21:37:29
0 %	unnamed-1.jpg	26/03/2019 21:37:29
SURF

