image name	matching time	time_to_fetch_descriptors
fox_orig	0.004591941833496094	0.22194218635559082
king_orig	0.004761934280395508	0.21355819702148438
temps_orig	0.004806995391845703	0.19847607612609863
wood_orig	0.004550933837890625	0.1974341869354248
eng_math_orig	0.004608154296875	0.18905091285705566
cissco_orig	0.004296302795410156	0.1997392177581787
turnip_orig	0.0044977664947509766	0.20342111587524414
maths_orig	0.00439000129699707	0.19616007804870605
yusuf_orig	0.004411935806274414	0.1853809356689453
sheep_orig	0.004438161849975586	0.1805267333984375
hair_orig	0.004533052444458008	0.21717000007629395
html_ik_orig	0.004588603973388672	0.20868730545043945
jaber_orig	0.004294157028198242	0.1742091178894043
phsiq2_orig	0.004362821578979492	0.19211387634277344
moodle_orig	0.004492044448852539	0.19486117362976074
alg_anly_orig	0.004412174224853516	0.18375015258789062
space2_orig	0.004591226577758789	0.1787278652191162
html_orig	0.004458904266357422	0.21080899238586426
compt_orig	0.004603862762451172	0.181535005569458
lan_C_orig	0.004433155059814453	0.1619410514831543
hud_orig	0.0046231746673583984	0.17488598823547363
universe_orig	0.004635334014892578	0.20108389854431152
antenne_orig	0.004602670669555664	0.18315696716308594
morad_orig	0.004500865936279297	0.18067312240600586
bambi_orig	0.004574775695800781	0.17671895027160645
two_orig	0.004769086837768555	0.1790769100189209
fanon_orig	0.004502058029174805	0.1825411319732666
adam_orig	0.00506281852722168	0.18633031845092773
chicken_orig	0.004798412322998047	0.20796966552734375
cendrillon_orig	0.004626035690307617	0.18085575103759766
dinos_orig	0.0043299198150634766	0.18997693061828613
body_orig	0.004586935043334961	0.20151019096374512
farhat_orig	0.0043048858642578125	0.2237720489501953
hawas_orig	0.004667758941650391	0.22887611389160156
sciences_orig	0.004495143890380859	0.023914813995361328
arous_orig	0.004494905471801758	0.18379998207092285
ahmed_orig	0.004491090774536133	0.1899707317352295
kipic_orig	0.004605293273925781	0.18624114990234375
sina_orig	0.004586935043334961	0.2028369903564453
saleh_orig	0.004333019256591797	0.18766307830810547
arith_orig	0.004597902297973633	0.1932511329650879
alice_orig	0.004603862762451172	0.1790599822998047
Jamila_orig	0.004366159439086914	0.17669415473937988
pigeon_orig	0.004599809646606445	0.2282428741455078
tomb_orig	0.0044100284576416016	0.2243950366973877
khaldoun_orig	0.004728794097900391	0.19982600212097168
lignes_electron_orig	0.004372835159301758	0.20380711555480957
math_2_orig	0.004450798034667969	0.18883919715881348
horse_orig	0.00459599494934082	0.20114564895629883
foxen_orig	0.0043299198150634766	0.17874813079833984
elephant_orig	0.004740715026855469	0.18135499954223633
david_orig	0.004611968994140625	0.19581198692321777
math_ecs_orig	0.004420042037963867	0.18780279159545898
bird2_orig	0.004350900650024414	0.1988680362701416
mysql_orig	0.005491971969604492	0.17521286010742188
electronic_orig	0.004422187805175781	0.1844921112060547
bird_orig	0.004542112350463867	0.1906569004058838
phsiq_orig	0.004386186599731445	0.22798490524291992
antennas_orig	0.004609584808349609	0.18102693557739258
jardin_orig	0.004717111587524414	0.19375896453857422
tradder_orig	0.00462794303894043	0.18052029609680176
electricity_orig	0.004650115966796875	0.19270682334899902
orthograph_orig	0.004567146301269531	0.1723461151123047
girl_orig	0.004658937454223633	0.18422794342041016
main_electronic_orig	0.004595279693603516	0.1790320873260498
lotfi_orig	0.004335880279541016	0.20411205291748047
beuty_and_b_orig	0.004852771759033203	0.19309735298156738
magnet_orig	0.004616975784301758	0.18544578552246094
batouta_orig	0.004682064056396484	0.18462109565734863
php_orig	0.004580020904541016	0.1877429485321045
metanoia_orig	0.004683017730712891	0.19058704376220703
wishes_orig	0.004575967788696289	0.193558931350708
nouh_orig	0.004731178283691406	0.23658132553100586
bouamama_orig	0.004721879959106445	0.199815034866333
ali_orig	0.004402875900268555	0.18671703338623047
ant_orig	0.004551887512207031	0.1836528778076172
algebra_orig	0.0043392181396484375	0.17313909530639648
othman_orig	0.004369020462036133	0.1863710880279541
duck_orig	0.005431652069091797	0.2393038272857666
lolita_orig	0.004782199859619141	0.19753694534301758
space_orig	0.004600048065185547	0.17868590354919434
digit_C_orig	0.004436969757080078	0.1885850429534912
computer_orig	0.004809856414794922	0.23150277137756348
math_telecom_orig	0.004893779754638672	0.29214024543762207
