image name	matching time	time_to_fetch_descriptors
chicken_orig	0.004744052886962891	0.23468017578125
cendrillon_orig	0.004496097564697266	0.22156596183776855
dinos_orig	0.0046482086181640625	0.20659422874450684
body_orig	0.0046749114990234375	0.2064671516418457
farhat_orig	0.0043489933013916016	0.19152212142944336
hawas_orig	0.005557060241699219	0.21114802360534668
sciences_orig	0.004617214202880859	0.2280268669128418
arous_orig	0.004591941833496094	0.20285701751708984
ahmed_orig	0.006362199783325195	0.2709629535675049
kipic_orig	0.00427699089050293	0.197495698928833
sina_orig	0.005440950393676758	0.22392702102661133
saleh_orig	0.004642963409423828	0.21031808853149414
arith_orig	0.004637002944946289	0.21831417083740234
alice_orig	0.005034923553466797	0.2212839126586914
Jamila_orig	0.00472712516784668	0.22054576873779297
pigeon_orig	0.004667758941650391	0.20277094841003418
tomb_orig	0.004592180252075195	0.19460797309875488
khaldoun_orig	0.004417896270751953	0.2274770736694336
lignes_electron_orig	0.004864931106567383	0.19220304489135742
math_2_orig	0.004741191864013672	0.17244696617126465
horse_orig	0.005313873291015625	0.2349071502685547
foxen_orig	0.004611015319824219	0.21985507011413574
elephant_orig	0.004658937454223633	0.19922208786010742
david_orig	0.004727840423583984	0.19379258155822754
math_ecs_orig	0.004518747329711914	0.2057490348815918
bird2_orig	0.004770755767822266	0.2366330623626709
mysql_orig	0.0048580169677734375	0.21921277046203613
electronic_orig	0.004553079605102539	0.2261660099029541
bird_orig	0.004633188247680664	0.22175121307373047
phsiq_orig	0.004682064056396484	0.18197393417358398
antennas_orig	0.0046787261962890625	0.17722821235656738
jardin_orig	0.0045130252838134766	0.20367193222045898
tradder_orig	0.0046749114990234375	0.22806096076965332
electricity_orig	0.0046350955963134766	0.2529330253601074
orthograph_orig	0.004912137985229492	0.021836042404174805
girl_orig	0.0044040679931640625	0.18728113174438477
main_electronic_orig	0.0045468807220458984	0.19954895973205566
lotfi_orig	0.00428009033203125	0.19147205352783203
beuty_and_b_orig	0.004514932632446289	0.1940450668334961
magnet_orig	0.0045092105865478516	0.19017696380615234
batouta_orig	0.004678010940551758	0.1951427459716797
php_orig	0.004525184631347656	0.1811058521270752
metanoia_orig	0.0047380924224853516	0.1766493320465088
wishes_orig	0.0049800872802734375	0.23452162742614746
nouh_orig	0.004533290863037109	0.2233572006225586
fox_orig	0.004906892776489258	0.20289993286132812
king_orig	0.004623889923095703	0.1935122013092041
temps_orig	0.0054340362548828125	0.19063806533813477
wood_orig	0.004578113555908203	0.19590210914611816
eng_math_orig	0.004411935806274414	0.17873501777648926
cissco_orig	0.004625082015991211	0.1785869598388672
turnip_orig	0.004292011260986328	0.19261813163757324
maths_orig	0.004419088363647461	0.18656301498413086
yusuf_orig	0.004569053649902344	0.19877099990844727
sheep_orig	0.00459599494934082	0.17965197563171387
hair_orig	0.0047321319580078125	0.20075488090515137
html_ik_orig	0.004622936248779297	0.20724201202392578
jaber_orig	0.0045778751373291016	0.22999811172485352
phsiq2_orig	0.004565000534057617	0.18156790733337402
moodle_orig	0.00452423095703125	0.18661880493164062
alg_anly_orig	0.004355907440185547	0.17507290840148926
space2_orig	0.004619121551513672	0.19005894660949707
html_orig	0.004720926284790039	0.19030499458312988
compt_orig	0.004628896713256836	0.17192602157592773
lan_C_orig	0.0045680999755859375	0.17932581901550293
hud_orig	0.0047190189361572266	0.2230379581451416
universe_orig	0.0046939849853515625	0.21446800231933594
antenne_orig	0.006427288055419922	0.18777704238891602
morad_orig	0.004608154296875	0.19852089881896973
bambi_orig	0.004778861999511719	0.1763930320739746
two_orig	0.004658937454223633	0.19874811172485352
fanon_orig	0.00459599494934082	0.19246983528137207
adam_orig	0.004827022552490234	0.26067304611206055
bouamama_orig	0.0046350955963134766	0.19601082801818848
ali_orig	0.0043141841888427734	0.1893599033355713
ant_orig	0.004531145095825195	0.17530393600463867
algebra_orig	0.004527091979980469	0.17562580108642578
othman_orig	0.0046498775482177734	0.1818370819091797
duck_orig	0.004329204559326172	0.20471906661987305
lolita_orig	0.0046520233154296875	0.1824500560760498
space_orig	0.004491090774536133	0.18189501762390137
digit_C_orig	0.00461268424987793	0.18934035301208496
computer_orig	0.004534006118774414	0.17949175834655762
math_telecom_orig	0.004469871520996094	0.18947577476501465
alg_lin_orig	0.0046100616455078125	0.17480707168579102
muhammed_orig	0.0046350955963134766	0.22016692161560059
securit_orig	0.0044269561767578125	0.18293094635009766
evo_reaseux_orig	0.004599094390869141	0.18521690368652344
zacharie_orig	0.004637002944946289	0.2496809959411621
white_orig	0.004374027252197266	0.19686007499694824
Mhidi_orig	0.004624128341674805	0.18455123901367188
400_orig	0.004411935806274414	0.1754441261291504
abubakr_orig	0.0045702457427978516	0.18414306640625
drupal_orig	0.004670858383178711	0.1913290023803711
aya_orig	0.004611968994140625	0.19339895248413086
magic_orig	0.004422903060913086	0.19048500061035156
alice2_orig	0.0047149658203125	0.20131397247314453
yunus_orig	0.004676103591918945	0.20037007331848145
core_orig	0.004631996154785156	0.2194068431854248
owl_orig	0.00463104248046875	0.2304079532623291
