image name	matching time	time_to_fetch_descriptors
chicken_orig	0.0045928955078125	0.25077080726623535
cendrillon_orig	0.004436969757080078	0.22897887229919434
dinos_orig	0.004848957061767578	0.2007911205291748
body_orig	0.004558086395263672	0.2134389877319336
farhat_orig	0.0046100616455078125	0.20787668228149414
hawas_orig	0.004832029342651367	0.23134207725524902
sciences_orig	0.005639076232910156	0.21274757385253906
arous_orig	0.004917144775390625	0.20619606971740723
ahmed_orig	0.004729032516479492	0.19681406021118164
kipic_orig	0.004604816436767578	0.18659496307373047
sina_orig	0.0046329498291015625	0.21748971939086914
saleh_orig	0.005388736724853516	0.21457290649414062
arith_orig	0.004509925842285156	0.17812299728393555
alice_orig	0.004528045654296875	0.1954631805419922
Jamila_orig	0.004425048828125	0.2071070671081543
pigeon_orig	0.004786968231201172	0.19201016426086426
tomb_orig	0.004540920257568359	0.18263769149780273
khaldoun_orig	0.004679203033447266	0.22107386589050293
lignes_electron_orig	0.004620075225830078	0.1855320930480957
math_2_orig	0.0046122074127197266	0.16999316215515137
horse_orig	0.004724025726318359	0.18999671936035156
foxen_orig	0.0050160884857177734	0.2106952667236328
elephant_orig	0.004653215408325195	0.18971896171569824
david_orig	0.004536151885986328	0.19640612602233887
math_ecs_orig	0.004570960998535156	0.2019789218902588
bird2_orig	0.0047228336334228516	0.20126700401306152
mysql_orig	0.004703998565673828	0.19038605690002441
electronic_orig	0.005191802978515625	0.195448637008667
bird_orig	0.005507946014404297	0.2152729034423828
phsiq_orig	0.004887104034423828	0.19067692756652832
antennas_orig	0.004731178283691406	0.18347406387329102
jardin_orig	0.004659891128540039	0.21121907234191895
tradder_orig	0.004703998565673828	0.24646997451782227
electricity_orig	0.0047261714935302734	0.23683905601501465
orthograph_orig	0.005293846130371094	0.024341106414794922
girl_orig	0.004790782928466797	0.19321012496948242
main_electronic_orig	0.004767894744873047	0.1988370418548584
lotfi_orig	0.004374027252197266	0.19291090965270996
beuty_and_b_orig	0.0046939849853515625	0.1975109577178955
magnet_orig	0.004664182662963867	0.1935720443725586
batouta_orig	0.004441738128662109	0.2001018524169922
php_orig	0.0046918392181396484	0.1902010440826416
metanoia_orig	0.004533052444458008	0.18658208847045898
wishes_orig	0.004658937454223633	0.24078583717346191
nouh_orig	0.0044879913330078125	0.2286379337310791
fox_orig	0.0046808719635009766	0.20798015594482422
king_orig	0.004738807678222656	0.2025141716003418
temps_orig	0.004609823226928711	0.18877792358398438
wood_orig	0.0050258636474609375	0.19748806953430176
eng_math_orig	0.005156755447387695	0.18920397758483887
cissco_orig	0.0042760372161865234	0.17958498001098633
turnip_orig	0.004859209060668945	0.20729327201843262
maths_orig	0.004773139953613281	0.19191503524780273
yusuf_orig	0.004811763763427734	0.21222686767578125
sheep_orig	0.004433155059814453	0.20092511177062988
hair_orig	0.004498004913330078	0.19081997871398926
html_ik_orig	0.004626750946044922	0.19758200645446777
jaber_orig	0.004613161087036133	0.2425370216369629
phsiq2_orig	0.004701852798461914	0.18642210960388184
moodle_orig	0.004470109939575195	0.19545388221740723
alg_anly_orig	0.004488945007324219	0.18506479263305664
space2_orig	0.004714250564575195	0.19553422927856445
html_orig	0.004477977752685547	0.17536091804504395
compt_orig	0.0045969486236572266	0.1777639389038086
lan_C_orig	0.00467991828918457	0.19000816345214844
hud_orig	0.0046956539154052734	0.2274181842803955
universe_orig	0.004743814468383789	0.19581890106201172
antenne_orig	0.004302263259887695	0.19569110870361328
morad_orig	0.004445075988769531	0.19016027450561523
bambi_orig	0.004664897918701172	0.18310093879699707
two_orig	0.004802703857421875	0.198408842086792
fanon_orig	0.004518985748291016	0.1943650245666504
